naam,wetenschappelijke_naam,inheems,standplaats_licht,vocht,bodem,ellenberg_l,ellenberg_l_min,ellenberg_l_max,ellenberg_f,ellenberg_f_min,ellenberg_f_max,ellenberg_t,ellenberg_t_min,ellenberg_t_max,ellenberg_n,ellenberg_n_min,ellenberg_n_max,ellenberg_r,ellenberg_r_min,ellenberg_r_max,ellenberg_s,ellenberg_s_min,ellenberg_s_max,hoogte,breedte,winterhardheidszone,grondsoorten
Populierbladige berk,Betula populifolia,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachte berk,Betula pubescens,ja,zon,vochtig / nat / zeer nat,,7.25,7.0,9.0,7.421875,5.0,9.0,4.277777777777779,3.0,6.0,2.892857142857143,1.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,15.0,10.0,1A,Löss | Zavel | Veen | Zand | Leem
,Betula pubescens subsp. carpathica,,,,,,,,,,,,,,,,,,,,,,,,,,
Basterdberk,Betula x aurata,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandzaad (G),Bidens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidens bipinnata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidens biternata,,,,,,,,,,,,,,,,,,,,,,,,,,
Knikkend tandzaad,Bidens cernua,ja,zon,nat / zeer nat,,7.928571428571429,7.5,8.0,8.5625,7.0,9.0,5.714285714285714,5.0,7.0,8.333333333333334,7.0,9.0,6.666666666666667,5.0,7.0,0.16666666666666666,0.0,1.0,,,,
Smal tandzaad,Bidens connata,ja,zon,nat / zeer nat,,7.7,7.0,8.0,8.375,7.0,9.0,6.625,5.0,8.0,8.25,8.0,9.0,7.0,7.0,7.0,0.25,0.0,1.0,,,,
Smal / Veerdelig tandzaad,Bidens connata / tripartita,,,,,,,,,,,,,,,,,,,,,,,,,,
Kruipend tandzaad,Bidens ferulifolia,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,
Zwart tandzaad,Bidens frondosa,ja,zon,nat / zeer nat,,7.166666666666667,7.0,8.0,8.357142857142858,8.0,9.0,6.392857142857143,5.75,8.0,7.8,7.0,8.0,7.0,7.0,7.0,0.2,0.0,1.0,,,,
,Bidens pilosa,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidens polylepis,,,,,,,,,,,,,,,,,,,,,,,,,,
Riviertandzaad,Bidens radiata,ja,zon,nat / zeer nat,,8.0,7.0,9.0,8.5,7.0,9.0,5.916666666666667,4.5,7.0,8.0,8.0,8.0,6.25,5.0,7.0,0.25,0.0,1.0,,,,
,Bidens subalternans,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidens trichosperma,,,,,,,,,,,,,,,,,,,,,,,,,,
Veerdelig tandzaad,Bidens tripartita,ja,zon,nat / zeer nat,,8.037037037037036,7.0,9.0,8.2,7.0,9.0,5.833333333333334,5.0,8.0,7.625,6.0,8.0,6.2,5.0,7.0,0.14285714285714285,0.0,1.0,,,,
,Bidens triplinervia,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifora (G),Bifora,,,,,,,,,,,,,,,,,,,,,,,,,,
Holzaad,Bifora radians,,zon,droog / vochtig,,7.142857142857143,7.0,8.0,3.5714285714285716,3.0,5.0,7.125,6.0,9.0,5.666666666666667,5.0,6.0,8.666666666666666,8.0,9.0,0.0,0.0,0.0,,,,
,Bifora testiculata,,zon,droog,,8.0,8.0,8.0,3.6666666666666665,3.0,4.0,9.0,8.0,11.0,4.666666666666667,4.0,6.0,7.666666666666667,7.0,8.0,0.0,0.0,0.0,,,,
,Biscutella,,,,,,,,,,,,,,,,,,,,,,,,,,
,Biscutella auriculata,,zon,zeer droog,,9.0,9.0,9.0,1.0,1.0,1.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,,,,,,,
,Biscutella didyma,,zon,zeer droog / droog,,8.444444444444443,8.0,9.0,3.0,2.0,4.0,9.777777777777766,8.0,12.0,2.6666666666666665,1.0,5.0,6.777777777777776,6.0,8.0,0.22222222222222232,0.0,1.0,,,,
,Biscutella didyma subsp. apula,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitterling (G),Blackstonia,,,,,,,,,,,,,,,,,,,,,,,,,,
Zomer- / Herfstbitterling,Blackstonia perfoliata,,zon,zeer droog / droog / vochtig / nat,,8.130952380952381,7.0,9.0,5.666666666666667,1.0,7.0,7.785714285714286,5.0,11.0,3.095238095238096,1.0,6.0,7.130952380952381,6.0,9.0,0.7142857142857143,0.0,4.0,,,,
Zomerbitterling,Blackstonia perfoliata subsp. perfoliata,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Herfstbitterling,Blackstonia perfoliata subsp. serotina,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Blechnum (G),Blechnum,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiesganzenvoet (G),Blitum,,,,,,,,,,,,,,,,,,,,,,,,,,
Brave hendrik,Blitum bonus-henricus,ja,zon,zeer droog / droog / vochtig,,8.0,7.0,9.0,4.7,1.0,6.0,4.625,4.0,5.0,8.5,6.0,9.0,6.6,6.0,7.0,0.14285714285714285,0.0,1.0,,,,
Trosaardbeispinazie,Blitum capitatum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blitum nuttallianum,,,,,,,,,,,,,,,,,,,,,,,,,,
Rode aardbeispinazie,Blitum virgatum,ja,zon,zeer droog / droog / vochtig,,8.125,7.0,9.0,4.21875,1.0,5.75,5.785714285714286,5.0,7.0,7.428571428571429,6.0,8.0,6.285714285714286,5.0,7.0,0.3333333333333333,0.0,2.0,,,,
,Blumenbachia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blumenbachia insignis,,,,,,,,,,,,,,,,,,,,,,,,,,
Tweerijige bies (G),Blysmus,,,,,,,,,,,,,,,,,,,,,,,,,,
Platte bies,Blysmus compressus,ja,schaduw / halfschaduw / zon,nat / zeer nat,,7.611111111111111,3.5,9.0,8.175,7.0,10.0,4.678571428571429,3.0,5.0,3.0,1.0,5.0,7.375,6.0,8.0,0.875,0.0,2.0,,,,
Rode bies,Blysmus rufus,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Bolboschoenus,,,,,,,,,,,,,,,,,,,,,,,,,,
Oeverbies,Bolboschoenus laticarpus,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Heen,Bolboschoenus maritimus,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Heen/Oeverbies,Bolboschoenus maritimus/laticarpus,,,,,,,,,,,,,,,,,,,,,,,,,,
Oostelijke bies,Bolboschoenus planiculmis,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Boltonia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boltonia asteroides,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bombycilaena erecta,,zon,zeer droog / droog,,8.916666666666666,8.5,9.0,1.7916666666666667,1.0,3.75,8.25,5.75,9.0,1.25,1.0,2.0,8.6,7.0,9.0,0.0,0.0,0.0,,,,
Borago (G),Borago,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernagie,Borago officinalis,,zon,zeer droog / droog / vochtig,,7.833333333333333,7.0,9.0,3.5833333333333335,1.0,5.5,7.535714285714286,4.75,11.0,6.4,5.0,8.0,6.6,5.0,8.0,0.0,0.0,0.0,,,,
Dwergborage,Borago pygmaea,,halfschaduw,droog / vochtig / nat,,6.0,6.0,6.0,5.5,4.0,7.0,8.0,8.0,8.0,5.5,4.0,7.0,5.0,3.0,7.0,0.0,0.0,0.0,,,,
Maanvaren (G),Botrychium,,,,,,,,,,,,,,,,,,,,,,,,,,
Gelobde maanvaren,Botrychium lunaria,ja,halfschaduw / zon,droog / vochtig / nat,,7.722222222222222,6.0,9.0,4.15,3.0,6.5,3.607142857142857,2.0,5.0,1.875,1.0,2.0,5.0,3.0,6.0,0.0,0.0,0.0,,,,
Vertakte maanvaren,Botrychium matricariifolium,,halfschaduw / zon,droog / vochtig / nat,,6.785714285714286,5.5,7.0,4.892857142857143,4.0,7.0,4.333333333333333,3.0,6.0,1.8333333333333333,1.0,2.0,3.5,3.0,5.0,0.0,0.0,0.0,,,,
,Brachiaria,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brachiaria eruciformis,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brachiaria platyphylla,,,,,,,,,,,,,,,,,,,,,,,,,,
Kortsteel (G),Brachypodium,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brachypodium distachyon,,,,,,,,,,,,,,,,,,,,,,,,,,
Gevinde kortsteel,Brachypodium pinnatum,ja,halfschaduw / zon,droog / vochtig,,6.142857142857143,5.0,7.0,4.15625,3.0,5.25,5.142857142857143,5.0,6.0,4.0,3.0,5.0,7.166666666666667,7.0,8.0,0.0,0.0,0.0,,,,
Boskortsteel,Brachypodium sylvaticum,ja,schaduw / halfschaduw / zon,vochtig / nat,,4.777777777777778,3.0,8.0,5.425,5.0,7.0,6.111111111111111,5.0,11.0,5.625,5.0,7.0,6.4375,6.0,8.0,0.0,0.0,0.0,,,,
Boskortsteel x Gevinde kortsteel,Brachypodium x cugnacii,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brachyscome,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brachyscome iberidifolia,,,,,,,,,,,,,,,,,,,,,,,,,,
Kool (G),Brassica,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brassica carinata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brassica elongata,,zon,droog / vochtig,,8.75,8.0,9.0,3.6666666666666665,3.0,4.5,6.857142857142857,5.0,8.0,3.7,1.0,6.0,7.6,5.0,9.0,0.3,0.0,1.0,,,,
Sareptamosterd,Brassica juncea,,,,,,,,,,,,,,,,,,,,,,,,,,
Koolzaad,Brassica napus,ja,zon,droog / vochtig,,7.333333333333332,7.0,8.0,4.916666666666668,4.0,6.0,6.416666666666668,5.0,7.0,7.75,7.0,8.0,7.166666666666668,7.0,8.0,0.25,0.0,1.0,,,,
Koolzaad / Raapzaad,Brassica napus / rapa,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwarte mosterd,Brassica nigra,ja,zon,zeer droog / droog / vochtig / nat / zeer nat,,8.11111111111111,8.0,9.0,5.78125,1.0,8.0,7.416666666666667,5.75,11.0,6.714285714285714,5.0,8.0,7.571428571428571,6.0,8.0,0.16666666666666666,0.0,1.0,,,,
Kool / Wilde kool,Brassica oleracea,,zon,droog / vochtig / nat,,8.166666666666666,8.0,9.0,5.5,4.0,7.0,7.166666666666667,6.0,10.0,7.5,6.0,8.0,6.75,6.0,7.0,3.6666666666666665,3.0,7.0,,,,
Wilde kool,Brassica oleracea subsp. oleracea,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Gekweekte kool,Brassica oleracea-cultivars,,,,,,,,,,,,,,,,,,,,,,,,,,
Raapzaad,Brassica rapa,ja,zon,droog / vochtig,,7.8,7.0,8.0,4.85,4.0,5.25,6.0666666666666655,5.0,7.0,6.916666666666668,6.0,8.0,6.75,4.0,7.0,0.25,0.0,1.0,,,,
,Brassica tournefortii,,zon,zeer droog / droog / vochtig,,8.666666666666666,8.0,9.0,3.3333333333333335,2.0,5.0,10.666666666666666,8.0,12.0,5.666666666666667,5.0,7.0,8.0,8.0,8.0,1.0,0.0,3.0,,,,
,Brassicella,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilgras (G),Briza,,,,,,,,,,,,,,,,,,,,,,,,,,
Groot trilgras,Briza maxima,nee,halfschaduw / zon,zeer droog / droog,,7.5,6.0,9.0,2.0,1.0,3.0,9.25,7.0,11.0,2.25,1.0,3.0,4.75,4.0,7.0,0.0,0.0,0.0,,,,
Bevertjes,Briza media,ja,halfschaduw / zon,droog / vochtig / nat,,7.861111111111111,6.0,9.0,5.214285714285714,4.0,6.75,5.020833333333333,4.0,6.0,2.2857142857142856,1.0,3.0,5.6,5.0,7.0,0.14285714285714285,0.0,1.0,,,,
Klein trilgras,Briza minor,,zon,zeer droog / droog / vochtig / nat / zeer nat,,7.75,7.0,9.0,4.8,1.0,8.0,9.0,7.0,11.0,4.5,3.0,5.0,5.75,5.0,8.0,0.0,0.0,0.0,,,,
Vaste dravik (G),Bromopsis,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergdravik,Bromopsis erecta,ja,zon,zeer droog / droog / vochtig,,8.0,7.0,9.0,3.111111111111111,1.0,5.0,5.3125,5.0,8.0,2.857142857142857,1.0,4.0,7.857142857142857,7.0,8.0,0.16666666666666666,0.0,1.0,,,,
,Bromopsis inermis,,zon,droog / vochtig,,8.0,8.0,8.0,4.28125,4.0,6.25,6.1,4.5,8.0,5.285714285714286,5.0,6.0,8.0,8.0,8.0,0.14285714285714285,0.0,1.0,,,,
Kweekdravik,Bromopsis inermis subsp. inermis,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromopsis pumpelliana,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosdravik / Ruwe dravik,Bromopsis ramosa,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosdravik,Bromopsis ramosa subsp. benekenii,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Ruwe dravik,Bromopsis ramosa subsp. ramosa,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromopsis riparia,,zon,droog / vochtig,,8.0,8.0,8.0,4.25,3.0,5.5,5.0,5.0,5.0,3.0,3.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,,,,
Dravik (G),Bromus,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkerdravik,Bromus arvensis,ja,halfschaduw / zon,zeer droog / droog / vochtig / nat,,7.25,6.0,9.0,4.3125,1.0,7.0,6.375,4.5,11.0,5.166666666666667,4.0,6.0,7.857142857142857,7.0,8.0,0.16666666666666666,0.0,1.0,,,,
,Bromus briziformis,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardense dravik,Bromus bromoideus,,zon,droog,,8.0,8.0,8.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,,,,
,Bromus commutatus subsp. decipiens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus danthoniae,,,,,,,,,,,,,,,,,,,,,,,,,,
Zware dreps,Bromus grossus,ja,halfschaduw / zon,droog / vochtig,,7.0,6.0,8.0,4.5,3.0,5.0,7.4,7.0,8.0,6.0,5.0,7.0,6.75,6.0,7.0,0.0,0.0,0.0,,,,
,Bromus hordaceus subsp. divaricatus,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachte dravik,Bromus hordeaceus,ja,zon,zeer droog / droog / vochtig / nat,,7.6,7.0,9.0,4.458333333333334,1.0,7.0,6.458333333333333,5.0,11.0,4.375,2.0,6.0,6.138888888888888,4.0,7.0,0.537037037037037,0.0,5.0,,,,
Zachte dravik s.s.,Bromus hordeaceus subsp. hordeaceus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus hordeaceus subsp. pseudothominei,,,,,,,,,,,,,,,,,,,,,,,,,,
Duindravik,Bromus hordeaceus subsp. thominei,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus interruptus,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanse dravik,Bromus japonicus,,zon,droog,,7.785714285714286,7.0,8.0,3.6666666666666665,3.0,4.0,7.095238095238096,6.0,8.0,4.4,3.0,6.0,7.333333333333334,5.0,8.0,0.0,0.0,0.0,,,,
,Bromus kalmii,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus lanceolatus,,zon,droog,,7.333333333333333,7.0,8.0,3.0,3.0,3.0,9.0,8.0,11.0,5.5,4.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,,,,
Sierlijke dravik,Bromus lepidus,ja,zon,droog,,8.0,8.0,8.0,4.0,4.0,4.0,6.666666666666667,6.0,8.0,5.0,5.0,5.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
,Bromus marginatus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus pannonicus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus pectinatus,,,,,,,,,,,,,,,,,,,,,,,,,,
Trosdravik,Bromus racemosus,ja,halfschaduw / zon,droog / vochtig / nat / zeer nat,,6.75,6.0,9.0,7.111111111111111,4.0,8.0,6.333333333333333,3.0,11.0,5.25,3.0,8.0,5.375,5.0,7.0,0.14285714285714285,0.0,1.0,,,,
Grote trosdravik,Bromus racemosus subsp. commutatus,,,,,,,,,,,,,,,,,,,,,,,,,,
Velddravik,Bromus racemosus subsp. racemosus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus rubens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromus scoparius,,zon,zeer droog / droog / vochtig,,8.333333333333334,8.0,9.0,3.6666666666666665,2.0,6.0,8.5,8.0,9.0,5.333333333333333,4.0,7.0,6.333333333333333,6.0,7.0,0.0,0.0,0.0,,,,
Dreps,Bromus secalinus,ja,halfschaduw / zon,droog / vochtig,,6.571428571428571,6.0,8.0,4.75,4.0,6.0,5.928571428571429,4.5,7.0,5.333333333333333,5.0,6.0,5.6,5.0,7.0,0.0,0.0,0.0,,,,
,Bromus squarrosus,,zon,zeer droog / droog,,8.375,8.0,9.0,2.875,1.0,4.0,7.666666666666667,6.0,9.0,3.7142857142857144,2.0,6.0,7.571428571428571,7.0,8.0,0.0,0.0,0.0,,,,
,Broussonetia,,,,,,,,,,,,,,,,,,,,,,,,,,
Papiermoerbei,Broussonetia papyrifera,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,7A,Löss | Zavel | Lichte klei | Zand
,Brunnera,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaukasisch vergeet-mij-nietje,Brunnera macrophylla,,halfschaduw,vochtig,,4.0,4.0,4.0,5.0,5.0,5.0,7.5,7.0,8.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.3,0.5,3A,Löss | Zavel | Veen | Zware klei | Lichte klei | Zand | Leem | Alle grondsoorten
Bryonia (G),Bryonia,,,,,,,,,,,,,,,,,,,,,,,,,,
Heggenrank,Bryonia dioica,ja,zon,vochtig / nat,,7.625,7.0,9.0,5.875,5.0,7.0,6.625,5.0,8.0,6.571428571428571,6.0,8.0,7.571428571428571,7.0,8.0,0.0,0.0,0.0,,,,
Buddleja (G),Buddleja,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlinderstruik,Buddleja davidii,nee,zon,droog / vochtig / nat,,7.4,7.0,8.0,5.0,4.0,7.0,6.4,5.0,8.0,5.0,4.0,7.0,6.6,5.0,7.0,0.0,0.0,0.0,1.5,1.0,6B,Löss | Zavel | Veen | Lichte klei | Zand | Leem
Buglossoides (G),Buglossoides,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulbine,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulbine annua,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardvrucht (G),Bunias,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bunias erucago,,zon,zeer droog / droog / vochtig,,8.2,8.0,9.0,3.6,1.0,5.0,8.083333333333334,6.5,11.0,6.0,5.0,7.0,7.25,5.0,8.0,0.0,0.0,0.0,,,,
Grote hardvrucht,Bunias orientalis,ja,zon,droog / vochtig,,7.083333333333333,7.0,7.5,4.708333333333333,4.0,5.25,5.833333333333333,5.0,6.0,5.6,5.0,7.0,7.6,7.0,8.0,0.2,0.0,1.0,,,,
Bunium (G),Bunium,,,,,,,,,,,,,,,,,,,,,,,,,,
Aardkastanje,Bunium bulbocastanum,ja,zon,droog / vochtig,,7.2,7.0,8.0,4.2,4.0,5.0,7.0,6.0,8.0,4.4,4.0,6.0,8.75,8.0,9.0,0.0,0.0,0.0,,,,
,Buphthalmum,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilgkoeienoog,Buphthalmum salicifolium,,zon,droog,,7.6,7.0,8.0,4.0,4.0,4.0,5.25,5.0,7.0,3.0,3.0,3.0,8.2,8.0,9.0,0.0,0.0,0.0,,,,
Goudscherm (G),Bupleurum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bupleurum croceum,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikkelgoudscherm,Bupleurum falcatum,ja,halfschaduw / zon,droog / vochtig,,6.261904761904761,6.0,7.5,3.4761904761904754,3.0,5.0,6.095238095238096,5.0,7.0,2.944444444444445,2.0,3.0,8.222222222222221,3.0,9.0,0.0,0.0,0.0,,,,
,Bupleurum gerardii,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bupleurum longifolium,,halfschaduw / zon,droog / vochtig,,5.361111111111112,5.0,7.0,4.5,4.0,6.0,4.716666666666666,3.0,6.25,5.0,5.0,5.0,8.533333333333335,7.0,9.0,0.0,0.0,0.0,,,,
,Bupleurum odontites,,zon,droog,,8.5,8.0,9.0,3.0,3.0,3.0,11.0,11.0,11.0,3.0,3.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
Doorwas,Bupleurum rotundifolium,,zon,droog / vochtig,,7.916666666666667,7.5,8.0,3.5,3.0,5.0,6.75,5.25,8.0,4.2,4.0,5.0,8.8,8.0,9.0,0.0,0.0,0.0,,,,
Smalle doorwas,Bupleurum subovatum,,halfschaduw / zon,droog,,7.0,6.0,8.0,4.0,4.0,4.0,8.0,5.0,11.0,5.666666666666667,5.0,6.0,8.5,8.0,9.0,0.0,0.0,0.0,,,,
Fijn goudscherm,Bupleurum tenuissimum,ja,zon,droog / vochtig / nat,,8.928571428571429,8.5,9.0,6.178571428571429,4.0,7.0,6.785714285714286,6.0,8.0,3.6666666666666665,2.0,5.0,7.666666666666667,7.0,8.0,4.333333333333333,3.0,8.0,,,,
Butomus (G),Butomus,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwanenbloem,Butomus umbellatus,ja,halfschaduw / zon,zeer nat,,6.5625,6.0,7.5,10.09375,9.25,11.0,6.0,5.0,8.0,7.0,6.0,8.0,6.75,6.0,7.0,0.2,0.0,1.0,,,,
,Buxus,,,,,,,,,,,,,,,,,,,,,,,,,,
Buxus,Buxus sempervirens,,halfschaduw,droog,,4.8,4.0,5.0,4.0,4.0,4.0,7.8,7.0,8.0,4.2,4.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,5B,Löss | Zavel | Veen | Lichte klei | Zand | Leem
,Cabomba,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cabomba aquatica,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterwaaier,Cabomba caroliniana,nee,,,,,,,,,,,,,,,,,,,,,,,,,
,Caiophora,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caiophora lateritia,,,,,,,,,,,,,,,,,,,,,,,,,,
Cakile (G),Cakile,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeeraket,Cakile maritima,ja,zon,vochtig,,8.8125,8.0,9.0,5.729166666666666,5.0,6.0,7.19047619047619,6.0,11.0,7.80952380952381,7.0,8.0,7.666666666666668,7.0,9.0,4.857142857142857,3.0,8.0,,,,
Struisriet (G),Calamagrostis,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm,Calamagrostis arenaria,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Bosstruisriet,Calamagrostis arundinacea,,halfschaduw,vochtig / nat,,5.666666666666667,5.0,6.0,5.214285714285714,5.0,6.5,4.607142857142857,3.0,5.0,5.0,5.0,5.0,4.2,4.0,5.0,0.0,0.0,0.0,,,,
Hennegras,Calamagrostis canescens,ja,halfschaduw / zon,nat / zeer nat,,6.5,6.0,8.0,9.03125,8.0,10.0,4.678571428571429,3.75,6.0,5.0,5.0,5.0,5.666666666666667,5.0,7.0,0.0,0.0,0.0,,,,
Duinriet,Calamagrostis epigejos,ja,zon,vochtig / nat,,7.0625,7.0,7.5,5.875,5.0,7.0,5.09375,4.75,6.0,6.285714285714286,6.0,7.0,6.25,5.0,7.0,0.375,0.0,1.0,,,,
Rivierstruisriet,Calamagrostis pseudophragmites,ja,zon,nat / zeer nat,,7.833333333333333,7.0,9.0,7.857142857142857,7.0,10.0,5.285714285714286,3.0,6.0,4.0,3.0,6.0,7.8,7.0,9.0,0.0,0.0,0.0,,,,
Stijf struisriet,Calamagrostis stricta,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Noordse helm,Calamagrostis x calammophila,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Hennegras x Stijf struisriet,Calamagrostis x gracilescens,,,,,,,,,,,,,,,,,,,,,,,,,,
Calammophila (x),Calammophila (x),,,,,,,,,,,,,,,,,,,,,,,,,,
,Calandrinia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calandrinia ciliata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calandrinia compressa,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calceolaria,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calceolaria integrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuinpantoffelplant,Calceolaria tripartita,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calendula,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkergoudsbloem,Calendula arvensis,,zon,zeer droog / droog,,7.5,7.0,9.0,3.3333333333333335,1.0,4.0,8.285714285714286,7.0,11.0,6.0,5.0,7.0,7.5,5.0,8.0,0.0,0.0,0.0,,,,
Tuingoudsbloem,Calendula officinalis,,zon,droog / vochtig,,7.8,7.0,8.0,4.6,4.0,5.0,6.8,5.0,8.0,6.0,4.0,7.0,6.2,5.0,7.0,0.0,0.0,0.0,,,,
Calepina (G),Calepina,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalkraket,Calepina irregularis,ja,zon,zeer droog / droog / vochtig,,8.0,7.0,9.0,3.25,1.0,5.0,8.1875,6.5,11.0,4.5,3.0,7.0,7.333333333333333,5.0,8.0,0.6,0.0,1.0,,,,
,Calibrachoa,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calibrachoa parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,
Calla (G),Calla,,,,,,,,,,,,,,,,,,,,,,,,,,
Slangenwortel,Calla palustris,ja,halfschaduw / zon,zeer nat,,6.25,6.0,7.0,9.4,9.0,10.0,5.2,4.0,7.0,4.333333333333333,4.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,,,,
,Callicarpa,,,,,,,,,,,,,,,,,,,,,,,,,,
,Callicarpa bodinieri,,,,,,,,,,,,,,,,,,,,,,,,,,
,Callistephus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Callistephus chinensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterrenkroos (G),Callitriche,,,,,,,,,,,,,,,,,,,,,,,,,,
Haaksterrenkroos,Callitriche brutia,ja,zon,zeer nat,,8.25,8.0,9.0,10.25,9.0,12.0,6.75,6.0,8.0,4.5,3.0,5.0,5.0,5.0,5.0,0.5,0.0,1.0,,,,
Gesteeld sterrenkroos,Callitriche brutia var. brutia,,,,,,,,,,,,,,,,,,,,,,,,,,
Haaksterrenkroos s.s.,Callitriche brutia var. hamulata,,,,,,,,,,,,,,,,,,,,,,,,,,
Gekield sterrenkroos,Callitriche cophocarpa,ja,zon,zeer nat,,8.142857142857142,8.0,9.0,10.321428571428571,10.0,12.0,6.041666666666667,4.25,11.0,5.5,5.0,7.0,7.333333333333333,5.0,8.0,0.0,0.0,0.0,,,,
Rond sterrenkroos,Callitriche hermaphroditica,ja,zon,zeer nat,,7.125,7.0,7.5,11.5,10.0,12.0,5.416666666666667,4.25,6.0,3.6666666666666665,3.0,5.0,5.0,4.0,7.0,0.3333333333333333,0.0,1.0,,,,
